Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Target,Failure Type,Temperature Difference,Power
L,299.8,310.4,1694,30.3,204,1,No Failure,10.599999999999966,5375.076528591
L,299.9,310.4,1328,49.9,206,1,No Failure,10.5,6939.484948535999
H,299.9,310.5,1549,42.8,208,1,No Failure,10.600000000000023,6942.6265411859995
L,299.9,310.5,1539,32.8,213,1,No Failure,10.600000000000023,5286.169456596
L,299.8,310.5,1496,38.8,215,1,No Failure,10.699999999999989,6078.437235023999
L,299.8,310.4,1579,36.4,0,1,No Failure,10.599999999999966,6018.830750478
L,299.7,310.3,1386,46.6,2,1,No Failure,10.600000000000023,6763.5976480379995
L,299.7,310.3,1505,37.7,4,1,No Failure,10.600000000000023,5941.6418190675
M,299.7,310.3,1661,34.5,6,1,No Failure,10.600000000000023,6000.9132003975
L,299.6,310.2,1468,48.0,9,1,No Failure,10.599999999999966,7378.97281632
L,299.6,310.1,1384,49.8,11,1,No Failure,10.5,7217.620617815999
L,299.6,310.2,1381,60.5,13,1,No Failure,10.599999999999966,8749.3878901275
L,299.6,310.2,1469,47.0,15,1,No Failure,10.599999999999966,7230.166044465
L,299.6,310.2,1627,36.6,17,1,No Failure,10.599999999999966,6235.872914691
H,299.7,310.3,1462,40.4,19,1,No Failure,10.600000000000023,6185.251385123999
L,299.7,310.2,1633,36.5,24,1,No Failure,10.5,6241.7686368975
L,299.7,310.2,1469,39.5,26,1,No Failure,10.5,6076.4161437525
L,299.7,310.2,1458,43.4,28,1,No Failure,10.5,6626.372881085999
M,299.7,310.2,1440,42.8,30,1,No Failure,10.5,6454.087940159999
L,299.8,310.3,1687,30.4,33,1,No Failure,10.5,5370.531691224
M,299.7,310.3,1429,47.7,35,1,No Failure,10.600000000000023,7138.0440759915
L,299.6,310.2,1588,34.1,38,1,No Failure,10.599999999999966,5670.658509054
L,299.6,310.2,1333,51.2,40,1,No Failure,10.599999999999966,7147.081390848
L,299.6,310.1,1487,42.9,42,1,No Failure,10.5,6680.314026886499
M,299.5,310.1,1659,31.5,44,1,No Failure,10.600000000000023,5472.4973166675
M,299.4,310.0,1512,43.2,47,1,No Failure,10.600000000000023,6840.126844992
L,299.5,310.1,1585,35.2,50,1,No Failure,10.600000000000023,5842.52457096
L,299.5,310.0,1502,38.5,52,1,No Failure,10.5,6055.629272385
L,299.5,310.0,1594,35.1,54,1,No Failure,10.5,5859.007460397
L,299.5,310.0,1412,48.9,56,1,No Failure,10.5,7230.563979534
L,299.5,309.9,1402,51.7,58,1,No Failure,10.399999999999977,7590.443889567001
L,299.6,310.1,2057,20.4,60,1,No Failure,10.5,4394.334135114
H,299.6,310.1,1531,36.8,62,1,No Failure,10.5,5899.994772503999
M,299.5,310.1,1359,61.1,67,1,No Failure,10.600000000000023,8695.3943844495
M,299.6,310.2,1620,30.0,70,1,No Failure,10.599999999999966,5089.380093
M,299.6,310.1,1646,29.6,73,1,No Failure,10.5,5102.114015208001
M,299.6,310.1,1455,46.1,76,1,No Failure,10.5,7024.1299265025
L,299.6,310.2,1512,44.0,79,1,No Failure,10.599999999999966,6966.79586064
L,299.6,310.2,1473,42.7,81,1,No Failure,10.599999999999966,6586.568902210501
L,299.6,310.1,1553,38.0,83,1,No Failure,10.5,6179.93162157
L,299.5,310.0,1379,50.4,85,1,No Failure,10.5,7278.1905241079985
M,299.4,309.9,1567,40.6,87,1,No Failure,10.5,6662.291757051
L,299.5,310.0,1481,43.1,90,1,No Failure,10.5,6684.377153380499
L,299.5,310.0,1349,52.7,92,1,No Failure,10.5,7444.7682383865
L,299.5,310.0,1388,52.4,94,1,No Failure,10.5,7616.393444855999
M,299.6,310.1,1357,48.7,96,1,No Failure,10.5,6920.499256954501
L,299.6,310.2,1743,24.8,99,1,No Failure,10.599999999999966,4526.6580175320005
L,299.7,310.3,1495,43.1,101,1,No Failure,10.600000000000023,6747.5650535475
L,299.8,310.4,1698,28.3,103,1,No Failure,10.599999999999966,5032.140274917
M,299.7,310.4,1410,44.5,105,1,No Failure,10.699999999999989,6570.641027475
L,299.7,310.4,1614,36.2,108,1,No Failure,10.699999999999989,6118.440181434
M,299.8,310.5,1375,53.9,110,1,No Failure,10.699999999999989,7761.0428424374995
M,299.8,310.6,1574,31.8,113,1,No Failure,10.800000000000011,5241.558840966
H,299.8,310.6,1423,44.6,116,1,No Failure,10.800000000000011,6646.1230268790005
M,299.8,310.6,1694,31.3,121,1,No Failure,10.800000000000011,5552.471793561001
L,299.8,310.6,1707,32.5,124,1,No Failure,10.800000000000011,5809.5902080125
M,299.7,310.5,1490,41.2,126,1,No Failure,10.800000000000011,6428.536319940001
L,299.7,310.6,1675,31.3,129,1,No Failure,10.900000000000034,5490.1949552625
M,299.7,310.5,1492,39.3,131,1,No Failure,10.800000000000011,6140.305666278
M,299.7,310.5,1594,35.4,134,1,No Failure,10.800000000000011,5909.0844472379995
L,299.7,310.6,1479,38.0,137,1,No Failure,10.900000000000034,5885.45967051
M,299.7,310.6,1572,38.0,139,1,No Failure,10.900000000000034,6255.53928468
L,299.7,310.6,1616,35.1,142,1,No Failure,10.900000000000034,5939.872055208
L,299.7,310.6,1737,26.1,144,1,No Failure,10.900000000000034,4747.5433967535
M,299.7,310.7,1498,37.8,146,1,No Failure,11.0,5929.693295021999
L,299.6,310.6,1642,35.1,149,1,No Failure,11.0,6035.439303621
M,299.6,310.6,1633,34.2,151,1,No Failure,11.0,5848.451709093
L,299.8,310.8,1409,51.9,154,1,No Failure,11.0,7657.851995860499
M,299.8,310.8,1463,43.5,156,1,No Failure,11.0,6664.4175680775
L,299.8,310.8,1376,48.6,159,1,No Failure,11.0,7002.987007968
L,299.8,310.8,1553,32.2,161,1,No Failure,11.0,5236.678900383001
M,299.8,310.8,1530,35.2,163,1,No Failure,11.0,5639.7871252800005
L,299.8,310.9,1545,40.7,166,1,No Failure,11.099999999999966,6584.9352740325
H,299.8,310.9,1427,47.2,168,1,No Failure,11.099999999999966,7053.336266172001
L,299.9,310.9,1292,51.1,173,1,No Failure,11.0,6913.723888805999
L,299.8,310.9,2084,17.6,175,1,No Failure,11.099999999999966,3840.953061792
L,299.9,311.0,1747,27.6,177,1,No Failure,11.100000000000023,5049.293370786
L,300.0,311.1,1425,47.8,179,1,No Failure,11.100000000000023,7132.986111825
L,300.0,311.0,1637,33.6,181,1,No Failure,11.0,5759.9216282160005
M,300.1,311.1,1616,35.2,183,1,No Failure,11.0,5956.794767616
L,300.1,311.1,1619,33.4,186,1,No Failure,11.0,5662.678863723
L,300.1,311.2,1489,39.1,188,1,No Failure,11.099999999999966,6096.7736641245
M,300.1,311.2,1452,42.4,190,1,No Failure,11.099999999999966,6447.050772623999
M,300.1,311.3,1495,41.0,193,1,No Failure,11.199999999999989,6418.797382725
M,300.2,311.4,1427,39.7,196,1,No Failure,11.199999999999989,5932.5730882845
L,300.1,311.4,1572,36.2,199,1,No Failure,11.299999999999955,5959.224265932
L,300.1,311.3,1547,40.0,201,1,No Failure,11.199999999999989,6480.0584394
M,300.1,311.4,1342,48.5,203,1,No Failure,11.299999999999955,6815.894693685
L,300.0,311.2,1351,44.1,206,1,No Failure,11.199999999999989,6239.1087551205
L,300.0,311.3,1407,47.3,208,1,No Failure,11.300000000000011,6969.214886980499
M,300.1,311.4,1575,29.8,210,1,No Failure,11.299999999999955,4915.021700925
M,300.0,311.4,1791,24.1,213,1,No Failure,11.399999999999977,4520.029257040501
M,300.0,311.4,1692,29.0,216,0,Tool Wear Failure,11.399999999999977,5138.38893834
L,300.0,311.4,1634,31.9,0,1,No Failure,11.399999999999977,5458.475341472999
M,300.0,311.4,1864,23.3,2,1,No Failure,11.399999999999977,4548.104623356
L,300.0,311.4,1590,33.6,5,1,No Failure,11.399999999999977,5594.5481911199995
M,300.0,311.4,1384,46.1,7,1,No Failure,11.399999999999977,6681.371696412
M,300.0,311.4,1352,61.8,10,1,No Failure,11.399999999999977,8749.712521368
L,300.1,311.4,1484,43.1,13,1,No Failure,11.299999999999955,6697.917417702
M,300.1,311.4,1913,21.9,15,1,No Failure,11.299999999999955,4387.2027197985
L,300.0,311.4,1508,38.2,18,1,No Failure,11.399999999999977,6032.4443186280005
L,299.9,311.3,1504,40.7,20,1,No Failure,11.400000000000034,6410.189418864
L,300.0,311.4,1487,41.2,22,1,No Failure,11.399999999999977,6415.592958222
L,299.8,311.3,1727,30.0,24,1,No Failure,11.5,5425.53050655
L,299.9,311.3,1647,27.5,26,1,No Failure,11.400000000000034,4743.0195033375
L,300.0,311.3,1493,41.4,28,1,No Failure,11.300000000000011,6472.7490005009995
L,300.0,311.4,1655,29.6,30,1,No Failure,11.399999999999977,5130.0113579399995
M,299.9,311.4,1337,54.8,32,1,No Failure,11.5,7672.565121437999
L,300.0,311.5,1601,36.9,35,1,No Failure,11.5,6186.518494159499
H,300.1,311.6,1589,37.9,37,1,No Failure,11.5,6306.5482773405
L,300.2,311.7,1286,55.1,42,1,No Failure,11.5,7420.295231643
L,300.2,311.7,1553,41.3,44,1,No Failure,11.5,6716.609893969499
L,300.2,311.8,1379,51.0,46,1,No Failure,11.600000000000023,7364.835649395
M,300.3,311.9,1677,30.8,48,1,No Failure,11.599999999999966,5408.942897358
L,300.3,311.8,1488,38.4,51,1,No Failure,11.5,5983.603024896
L,300.3,311.8,1418,45.9,53,1,No Failure,11.5,6815.810917880999
L,300.3,311.8,1451,41.0,55,1,No Failure,11.5,6229.882944705
L,300.3,311.8,1508,43.1,57,1,No Failure,11.5,6806.239532274
L,300.3,311.7,1579,33.6,59,1,No Failure,11.399999999999977,5555.843769672
H,300.3,311.7,1432,47.7,61,1,No Failure,11.399999999999977,7153.029472932
L,300.2,311.6,1446,47.3,66,1,No Failure,11.400000000000034,7162.391419029
M,300.2,311.7,1597,39.5,68,1,No Failure,11.5,6605.8792250325
M,300.2,311.7,1397,50.2,71,1,No Failure,11.5,7343.933586297001
L,300.1,311.6,1530,36.6,74,1,No Failure,11.5,5864.0968404899995
M,300.1,311.6,1433,51.4,76,1,No Failure,11.5,7713.259218231
L,300.0,311.5,1591,32.0,79,1,No Failure,11.5,5331.4921665599995
L,300.0,311.5,1445,41.6,81,1,No Failure,11.5,6294.9139125599995
L,300.0,311.5,1749,28.3,83,1,No Failure,11.5,5183.2822973085
L,300.0,311.3,1703,30.4,85,1,No Failure,11.300000000000011,5421.4673800559995
H,300.1,311.4,1518,46.9,87,1,No Failure,11.299999999999955,7455.439181420999
L,300.1,311.3,1535,42.3,92,1,No Failure,11.199999999999989,6799.506052027499
M,300.1,311.4,1390,52.1,94,1,No Failure,11.299999999999955,7583.699937345
H,300.3,311.6,1801,23.6,97,1,No Failure,11.300000000000011,4450.966578618
H,300.3,311.6,1463,41.6,102,1,No Failure,11.300000000000011,6373.328065104
L,300.3,311.6,1560,37.7,107,1,No Failure,11.300000000000011,6158.7782310600005
L,300.3,311.6,1607,33.5,109,1,No Failure,11.300000000000011,5637.5356505475
L,300.4,311.6,1332,54.6,111,1,No Failure,11.200000000000045,7615.974565836
L,300.3,311.7,1365,53.3,113,1,No Failure,11.399999999999977,7618.8334151475
M,300.3,311.6,1617,32.5,115,1,No Failure,11.300000000000011,5503.2849246375
M,300.3,311.6,1304,62.8,118,1,No Failure,11.300000000000011,8575.626400656
L,300.3,311.7,1989,22.3,121,1,No Failure,11.399999999999977,4644.8133170985
H,300.3,311.6,1339,53.4,123,1,No Failure,11.300000000000011,7487.734753862999
L,300.2,311.5,1492,41.8,128,1,No Failure,11.300000000000011,6530.910352428
M,300.1,311.3,1518,40.2,130,1,No Failure,11.199999999999989,6390.376441218001
L,300.1,311.3,1479,39.5,133,1,No Failure,11.199999999999989,6117.7804469775
M,300.1,311.3,1523,34.1,135,1,No Failure,11.199999999999989,5438.547172096501
M,300.2,311.4,1570,35.3,138,1,No Failure,11.199999999999989,5803.673541854999
H,300.2,311.4,1506,36.1,141,1,No Failure,11.199999999999989,5693.257032183
M,300.2,311.6,1510,47.5,146,1,No Failure,11.400000000000034,7511.0244273749995
L,300.2,311.6,1671,28.8,149,1,No Failure,11.400000000000034,5039.617265424
M,300.3,311.6,1312,53.4,151,1,No Failure,11.300000000000011,7336.749811104
L,300.3,311.6,1595,38.8,154,1,No Failure,11.300000000000011,6480.686757929999
L,300.3,311.7,1635,31.8,156,1,No Failure,11.399999999999977,5444.694221715
L,300.3,311.7,1707,33.6,158,1,No Failure,11.399999999999977,6006.222491976
L,300.3,311.7,1545,43.5,160,1,Random Failures,11.399999999999977,7037.9529341625
M,300.2,311.6,1751,28.0,162,1,No Failure,11.400000000000034,5134.20014814
M,300.4,311.8,1707,30.0,165,1,No Failure,11.400000000000034,5362.69865355
L,300.4,311.8,1320,57.9,168,1,No Failure,11.400000000000034,8003.52143514
M,300.3,311.7,1319,51.4,170,1,No Failure,11.399999999999977,7099.643341832999
L,300.2,311.7,1448,54.2,173,1,No Failure,11.5,8218.573924008
L,300.2,311.8,1436,48.2,175,1,No Failure,11.600000000000023,7248.198786276
L,300.3,311.9,1609,34.0,177,1,No Failure,11.599999999999966,5728.79891703
L,300.2,311.8,1464,44.5,179,1,No Failure,11.600000000000023,6822.28259874
M,300.3,311.8,1483,45.1,181,1,No Failure,11.5,7004.0027895915
M,300.2,311.8,1748,28.5,184,1,No Failure,11.600000000000023,5216.92875459
L,300.3,311.8,1746,26.3,187,1,No Failure,11.5,4808.710205649
L,300.2,311.8,1410,51.4,189,1,No Failure,11.600000000000023,7589.459523869999
L,300.2,311.7,1640,30.8,191,1,No Failure,11.5,5289.60426456
H,300.3,311.7,1655,29.9,193,1,No Failure,11.399999999999977,5182.0047162975
M,300.3,311.7,1646,28.9,198,1,No Failure,11.399999999999977,4981.4559134969995
L,300.4,311.8,1589,42.0,201,1,No Failure,11.400000000000034,6988.7870091899995
L,300.5,311.9,1546,39.4,203,1,No Failure,11.399999999999977,6378.731604461999
L,300.5,311.9,1511,41.8,205,1,No Failure,11.399999999999977,6614.078781849
L,300.5,311.9,1750,28.3,207,1,No Failure,11.399999999999977,5186.245866375
M,300.5,311.9,1730,27.5,209,1,No Failure,11.399999999999977,4982.0423441249995
L,300.6,311.9,1372,60.1,212,0,Overstrain Failure,11.299999999999955,8634.897781986
L,300.5,311.8,1524,38.9,214,0,Tool Wear Failure,11.300000000000011,6208.164067518
L,300.4,311.8,1601,36.1,0,1,No Failure,11.400000000000034,6052.3934319555
M,300.5,311.8,1636,34.4,2,1,No Failure,11.300000000000011,5893.460259791999
L,300.4,311.8,2261,14.9,5,1,No Failure,11.400000000000034,3527.8933542195
L,300.4,311.8,1636,32.3,7,1,No Failure,11.400000000000034,5533.685069513999
M,300.4,311.9,1335,58.3,9,1,No Failure,11.5,8150.3908915275
M,300.3,311.7,1236,57.5,12,1,No Failure,11.399999999999977,7442.43298785
L,300.3,311.7,1445,47.3,15,1,No Failure,11.399999999999977,7157.4381746174995
L,300.2,311.5,1500,40.8,17,1,No Failure,11.300000000000011,6408.8490059999995
L,300.2,311.6,1999,21.0,19,1,No Failure,11.400000000000034,4396.030595145
L,300.2,311.6,1529,35.5,21,1,No Failure,11.400000000000034,5684.1359415225
M,300.2,311.6,1467,40.7,23,1,No Failure,11.400000000000034,6252.4919398095
L,300.1,311.5,1334,54.0,26,1,No Failure,11.399999999999977,7543.592271179999
M,300.1,311.5,1343,46.2,28,1,No Failure,11.399999999999977,6497.504750583001
L,300.2,311.5,1639,31.1,31,1,No Failure,11.300000000000011,5337.8695996395
H,300.1,311.5,1383,49.1,33,1,No Failure,11.399999999999977,7111.0263792015
L,300.1,311.4,1660,31.4,38,1,No Failure,11.299999999999955,5458.41250962
L,300.1,311.3,1470,45.2,40,1,No Failure,11.199999999999989,6957.9994012199995
M,300.1,311.3,1748,26.6,42,1,No Failure,11.199999999999989,4869.133504284
L,300.1,311.4,1467,35.7,45,1,No Failure,11.299999999999955,5484.3725368845
M,300.1,311.4,1617,39.3,47,1,No Failure,11.299999999999955,6654.741462715499
H,300.1,311.4,1377,56.7,50,1,No Failure,11.299999999999955,8176.089119404501
M,300.0,311.3,1629,32.1,55,1,No Failure,11.300000000000011,5475.8902367295
L,300.0,311.2,1504,37.9,58,1,No Failure,11.199999999999989,5969.193586607999
L,300.0,311.2,1418,47.3,60,1,No Failure,11.199999999999989,7023.7005755069995
L,300.0,311.2,1629,31.7,62,1,No Failure,11.199999999999989,5407.654844371499
L,300.1,311.3,2579,12.5,64,0,Power Failure,11.199999999999989,3375.9031018124997
L,300.1,311.3,1305,64.7,66,1,No Failure,11.199999999999989,8841.8554337925
M,300.2,311.4,1450,38.5,68,1,No Failure,11.199999999999989,5845.980322875
L,300.2,311.3,1487,36.9,71,1,No Failure,11.100000000000023,5746.0043727765
M,300.2,311.3,1587,31.2,73,1,No Failure,11.100000000000023,5185.135836972
M,300.3,311.5,1528,40.9,76,1,No Failure,11.199999999999989,6544.482032675999
M,300.4,311.6,1401,49.9,79,1,No Failure,11.200000000000045,7320.947600074499
L,300.3,311.5,1446,45.0,82,1,No Failure,11.199999999999989,6814.11445785
L,300.2,311.4,1425,44.2,84,1,No Failure,11.199999999999989,6595.773768675001
L,300.2,311.4,1891,22.6,86,1,No Failure,11.199999999999989,4475.366281533001
H,300.2,311.5,1454,42.8,88,1,No Failure,11.300000000000011,6516.8360173559995
L,300.1,311.4,1430,40.9,93,1,No Failure,11.299999999999955,6124.744310685
L,300.2,311.4,1495,43.6,95,1,No Failure,11.199999999999989,6825.84307041
L,300.3,311.4,1544,41.6,97,1,No Failure,11.099999999999966,6726.191751552
M,300.3,311.4,1554,34.3,99,1,No Failure,11.099999999999966,5581.793324961
M,300.2,311.3,1491,37.3,102,1,No Failure,11.100000000000023,5823.915870496499
L,300.3,311.3,1525,40.7,105,1,No Failure,11.0,6499.6933934625
L,300.3,311.3,1505,39.6,107,1,No Failure,11.0,6241.087958489999
M,300.3,311.4,1371,50.2,109,1,No Failure,11.099999999999966,7207.253362070999
L,300.3,311.3,1332,60.5,112,1,No Failure,11.0,8438.94617643
L,300.3,311.4,1471,37.0,114,1,No Failure,11.099999999999966,5699.5821053849995
M,300.4,311.5,1750,27.3,116,1,No Failure,11.100000000000023,5002.986295125
M,300.3,311.4,1386,48.1,119,1,No Failure,11.099999999999966,6981.310018683001
M,300.4,311.4,1355,56.2,122,1,No Failure,11.0,7974.514063005
M,300.3,311.3,1377,53.8,125,1,No Failure,11.0,7757.911721762999
L,300.3,311.1,1388,49.4,128,1,No Failure,10.800000000000011,7180.340385035999
M,300.3,311.1,1350,58.7,130,1,No Failure,10.800000000000011,8298.516984975
M,300.4,311.2,1831,23.4,133,1,No Failure,10.800000000000011,4486.759790876999
M,300.3,311.2,1381,65.2,136,0,Power Failure,10.899999999999977,9429.092403906
M,300.3,311.2,1783,25.6,139,1,No Failure,10.899999999999977,4779.912273024001
L,300.3,311.0,1613,34.7,142,1,No Failure,10.699999999999989,5861.279879080501
M,300.2,311.0,2370,14.7,144,1,No Failure,10.800000000000011,3648.331544445
L,300.2,311.0,1627,33.7,147,1,No Failure,10.800000000000011,5741.7736946745
L,300.2,311.0,1255,71.8,149,0,Power Failure,10.800000000000011,9436.192403295
H,300.2,311.0,1777,27.5,151,1,No Failure,10.800000000000011,5117.3926274625
L,300.3,311.1,1606,30.9,156,1,No Failure,10.800000000000011,5196.759729776999
L,300.3,311.1,1676,28.6,158,1,No Failure,10.800000000000011,5019.5948482680005
L,300.3,311.1,1605,37.1,160,1,No Failure,10.800000000000011,6235.5901713525
L,300.4,311.1,1487,37.4,162,1,No Failure,10.700000000000045,5823.8635106189995
L,300.4,311.2,1471,46.5,164,1,No Failure,10.800000000000011,7162.9883216325
M,300.3,311.1,1477,44.2,166,1,No Failure,10.800000000000011,6836.461653567
L,300.4,311.2,1530,32.0,169,1,No Failure,10.800000000000011,5127.0792048
L,300.4,311.2,1673,28.9,171,1,No Failure,10.800000000000011,5063.168738323499
L,300.4,311.2,1436,56.8,173,1,No Failure,10.800000000000011,8541.445872624001
L,300.4,311.3,1495,51.2,175,1,No Failure,10.900000000000034,8015.66892672
M,300.4,311.2,1366,56.1,177,1,No Failure,10.800000000000011,8024.9470970130005
H,300.4,311.2,1489,45.3,180,1,No Failure,10.800000000000011,7063.5254983335
L,300.3,311.1,1480,46.6,185,1,No Failure,10.800000000000011,7222.31206284
L,300.4,311.2,1472,37.3,187,1,No Failure,10.800000000000011,5749.700980128
L,300.4,311.1,1397,50.8,189,1,No Failure,10.700000000000045,7431.709684937999
L,300.4,311.1,1589,35.5,191,1,No Failure,10.700000000000045,5907.1890196725
L,300.4,311.1,1405,54.1,193,1,No Failure,10.700000000000045,7959.8009374275
L,300.4,311.1,2013,20.1,195,1,No Failure,10.700000000000045,4237.0974229815
L,300.4,311.0,1802,26.0,197,1,No Failure,10.600000000000023,4906.32996126
M,300.4,311.0,1433,46.1,199,1,No Failure,10.600000000000023,6917.9231509815
M,300.5,311.1,1296,61.3,202,0,Overstrain Failure,10.600000000000023,8319.439992024
M,300.5,311.2,1551,36.6,205,1,No Failure,10.699999999999989,5944.584444183
L,300.5,311.2,1270,67.5,208,0,Overstrain Failure,10.699999999999989,8977.100997375
L,300.6,311.3,1531,38.5,0,1,No Failure,10.699999999999989,6172.5488788425
H,300.5,311.2,1397,45.2,2,1,No Failure,10.699999999999989,6612.466097622
L,300.5,311.1,1547,37.2,7,1,No Failure,10.600000000000023,6026.454348642
L,300.5,311.0,2074,18.9,9,1,No Failure,10.5,4104.867788343
L,300.5,311.1,1491,42.6,11,1,No Failure,10.600000000000023,6651.442790433
L,300.5,311.0,1759,28.3,13,1,No Failure,10.5,5212.9179879735
M,300.4,311.0,1595,35.4,15,1,No Failure,10.600000000000023,5912.791526565
L,300.4,311.2,1351,62.0,18,1,No Failure,10.800000000000011,8771.53611831
L,300.4,311.2,1705,28.7,20,1,No Failure,10.800000000000011,5124.3041312925
L,300.4,311.2,1406,43.6,22,1,No Failure,10.800000000000011,6419.4885331079995
L,300.4,311.3,1639,34.6,24,1,No Failure,10.900000000000034,5938.594474197
H,300.4,311.3,2026,20.3,26,1,No Failure,10.900000000000034,4306.893139689
M,300.4,311.3,1350,56.5,31,1,No Failure,10.900000000000034,7987.499312625
M,300.5,311.3,1468,41.1,34,1,No Failure,10.800000000000011,6318.245473974001
L,300.5,311.4,1642,27.1,37,1,No Failure,10.899999999999977,4659.840601941
L,300.5,311.3,1490,41.8,39,1,No Failure,10.800000000000011,6522.1557809099995
M,300.5,311.3,1507,43.4,41,1,No Failure,10.800000000000011,6849.069912069
L,300.5,311.4,1611,32.7,44,1,No Failure,10.899999999999977,5516.6052774735
M,300.5,311.4,1743,27.6,46,1,No Failure,10.899999999999977,5037.732309834
L,300.5,311.3,1475,46.3,49,1,No Failure,10.800000000000011,7151.5738683375
L,300.5,311.4,1432,47.5,51,1,No Failure,10.899999999999977,7123.0377351
L,300.5,311.4,1442,47.0,53,1,No Failure,10.899999999999977,7097.27667537
M,300.6,311.4,1468,40.4,55,1,No Failure,10.799999999999955,6210.635453735999
L,300.5,311.4,1556,45.3,58,1,No Failure,10.899999999999977,7381.360426733999
M,300.5,311.4,1312,51.4,60,1,No Failure,10.899999999999977,7061.965173984
L,300.6,311.5,1459,47.0,63,1,No Failure,10.899999999999977,7180.947759615
L,300.5,311.5,1651,36.9,65,1,No Failure,11.0,6379.726442134499
L,300.5,311.5,1490,38.4,67,1,No Failure,11.0,5991.6455020799995
M,300.6,311.6,1473,31.5,69,1,No Failure,11.0,4858.9442721225
L,300.6,311.7,1734,29.9,72,1,No Failure,11.099999999999966,5429.363249583
L,300.6,311.7,1507,45.5,74,1,No Failure,11.099999999999966,7180.4765207175
L,300.6,311.7,1556,34.9,76,1,No Failure,11.099999999999966,5686.743463421999
H,300.5,311.6,1351,53.5,78,1,No Failure,11.100000000000023,7568.9868117675
L,300.5,311.7,1445,44.8,83,1,No Failure,11.199999999999989,6779.138059679999
L,300.5,311.7,1619,32.7,85,1,No Failure,11.199999999999989,5543.9999653815
M,300.5,311.7,1269,64.0,87,1,No Failure,11.199999999999989,8504.91962208
L,300.5,311.6,1534,37.7,90,1,No Failure,11.100000000000023,6056.131927209
L,300.5,311.6,1444,49.3,92,1,No Failure,11.100000000000023,7454.915582645999
L,300.5,311.6,1744,26.8,94,1,No Failure,11.100000000000023,4894.517572896
L,300.4,311.5,1441,44.6,96,1,No Failure,11.100000000000023,6730.192046192999
M,300.3,311.3,1506,40.7,98,1,No Failure,11.0,6418.713606921
L,300.3,311.4,1526,38.5,101,1,No Failure,11.099999999999966,6152.390326005
L,300.4,311.5,1704,29.7,103,1,No Failure,11.100000000000023,5299.741136844
H,300.4,311.4,1445,52.4,105,1,No Failure,11.0,7929.17040909
L,300.5,311.5,1661,35.9,110,1,No Failure,11.0,6244.428518674499
L,300.5,311.4,1466,41.8,112,1,No Failure,10.899999999999977,6417.100922694
L,300.4,311.3,1608,35.1,114,1,No Failure,10.900000000000034,5910.466748004
M,300.4,311.4,1352,57.3,116,1,No Failure,11.0,8112.5975319479985
M,300.4,311.4,1604,31.7,119,1,No Failure,11.0,5324.664438534
H,300.4,311.4,1427,50.7,122,1,No Failure,11.0,7576.359082519501
L,300.4,311.4,1424,44.6,127,1,No Failure,11.0,6650.793527952
L,300.4,311.4,1662,29.3,129,1,No Failure,11.0,5099.496021333
L,300.4,311.4,1936,23.9,131,1,No Failure,11.0,4845.424951751999
L,300.4,311.4,1728,31.7,133,1,No Failure,11.0,5736.296851487999
L,300.4,311.4,1552,28.8,135,1,No Failure,11.0,4680.721721088
H,300.4,311.5,1662,29.0,137,1,No Failure,11.100000000000023,5047.28275149
L,300.3,311.4,1343,57.7,142,1,No Failure,11.099999999999966,8114.849006680501
M,300.4,311.5,1476,32.6,144,1,No Failure,11.100000000000023,5038.8632831879995
L,300.3,311.4,1346,51.1,147,1,No Failure,11.099999999999966,7202.6875807530005
L,300.4,311.5,1492,44.6,149,1,No Failure,11.100000000000023,6968.387600915999
M,300.3,311.5,1540,41.5,151,1,No Failure,11.199999999999989,6692.63954205
L,300.4,311.5,1596,32.5,154,1,No Failure,11.100000000000023,5431.8136918499995
L,300.5,311.6,1541,47.8,156,1,No Failure,11.100000000000023,7713.636209348999
L,300.5,311.6,1661,30.0,158,1,No Failure,11.100000000000023,5218.1853916499995
M,300.4,311.6,1359,55.4,160,1,No Failure,11.200000000000045,7884.203746292999
L,300.5,311.6,1528,42.4,163,1,No Failure,11.100000000000023,6784.499711136
M,300.5,311.6,1246,52.9,165,1,No Failure,11.100000000000023,6902.435099216999
L,300.5,311.6,1575,32.5,168,1,No Failure,11.100000000000023,5360.3424590625
M,300.5,311.6,1658,30.4,170,1,No Failure,11.100000000000023,5278.210755216
L,300.5,311.6,1385,54.8,173,1,No Failure,11.100000000000023,7948.01996499
H,300.5,311.7,1454,50.3,175,1,No Failure,11.199999999999989,7658.804945630999
L,300.5,311.6,1497,40.5,180,1,No Failure,11.100000000000023,6349.0016660175
M,300.6,311.7,1424,50.8,182,1,No Failure,11.099999999999966,7575.343300895999
L,300.6,311.7,1528,43.9,185,1,No Failure,11.099999999999966,7024.517389596
L,300.6,311.8,1539,37.0,187,1,No Failure,11.199999999999989,5963.057008965
L,300.7,311.8,1336,58.4,189,0,Overstrain Failure,11.100000000000023,8170.486612511999
L,300.5,311.6,1525,37.6,191,1,No Failure,11.100000000000023,6004.6307517
M,300.5,311.6,1456,51.1,193,1,No Failure,11.100000000000023,7791.317323608
M,300.5,311.7,2141,17.2,196,1,No Failure,11.199999999999989,3856.3259218259996
M,300.5,311.6,1476,39.1,199,1,No Failure,11.100000000000023,6043.544612658
L,300.5,311.6,1509,47.2,202,1,No Failure,11.100000000000023,7458.643605924
